Observation_ID,Update_Datetime,Site_ID,Latitude,Longitude,Elevation_in_Meters,State,Species_ID,Genus,Species,Common_Name,Kingdom,Individual_ID,Phenophase_ID,Phenophase_Description,Observation_Date,Day_of_Year,Phenophase_Status,Intensity_Category_ID,Intensity_Value,Abundance_Value,AGDD,AGDD_in_F,Tmax_Winter,Tmax_Spring,Tmax_Summer,Tmax_Fall,Tmax,Tmax_in_F,Tmin_Winter,Tmin_Spring,Tmin_Summer,Tmin_Fall,Tmin,Tmin_in_F,Prcp_Winter,Prcp_Spring,Prcp_Summer,Prcp_Fall,Prcp,Accum_Prcp,Daylength
30483793,2022-06-29 09:22:48,5583,45.196041,-70.459015,349,ME,199,Asclepias,syriaca,common milkweed,Plantae,12470,390,Ripe fruits,2022-06-22,173,0,58,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
30540559,2022-07-06 05:41:32,5583,45.196041,-70.459015,349,ME,199,Asclepias,syriaca,common milkweed,Plantae,12470,390,Ripe fruits,2022-06-29,180,0,58,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
30586274,2022-07-13 06:07:22,5583,45.196041,-70.459015,349,ME,199,Asclepias,syriaca,common milkweed,Plantae,12470,390,Ripe fruits,2022-07-06,187,0,58,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
30648811,2022-07-20 04:02:46,5583,45.196041,-70.459015,349,ME,199,Asclepias,syriaca,common milkweed,Plantae,12470,390,Ripe fruits,2022-07-13,194,0,58,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
30701416,2022-07-27 04:41:52,5583,45.196041,-70.459015,349,ME,199,Asclepias,syriaca,common milkweed,Plantae,12470,390,Ripe fruits,2022-07-20,201,0,58,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
30747905,2022-08-03 06:19:49,5583,45.196041,-70.459015,349,ME,199,Asclepias,syriaca,common milkweed,Plantae,12470,390,Ripe fruits,2022-07-27,208,0,58,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
30798893,2022-08-10 05:01:11,5583,45.196041,-70.459015,349,ME,199,Asclepias,syriaca,common milkweed,Plantae,12470,390,Ripe fruits,2022-08-03,215,0,58,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
30850398,2022-08-17 05:08:27,5583,45.196041,-70.459015,349,ME,199,Asclepias,syriaca,common milkweed,Plantae,12470,390,Ripe fruits,2022-08-10,222,0,58,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
30900320,2022-08-24 04:12:08,5583,45.196041,-70.459015,349,ME,199,Asclepias,syriaca,common milkweed,Plantae,12470,390,Ripe fruits,2022-08-17,229,0,58,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
30953134,2022-08-31 07:16:25,5583,45.196041,-70.459015,349,ME,199,Asclepias,syriaca,common milkweed,Plantae,12470,390,Ripe fruits,2022-08-24,236,0,58,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
31017614,2022-09-07 04:20:31,5583,45.196041,-70.459015,349,ME,199,Asclepias,syriaca,common milkweed,Plantae,12470,390,Ripe fruits,2022-08-31,243,1,58,5-24%,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
31068356,2022-09-14 13:29:28,5583,45.196041,-70.459015,349,ME,199,Asclepias,syriaca,common milkweed,Plantae,12470,390,Ripe fruits,2022-09-07,250,1,58,5-24%,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
31134333,2022-09-21 07:19:49,5583,45.196041,-70.459015,349,ME,199,Asclepias,syriaca,common milkweed,Plantae,12470,390,Ripe fruits,2022-09-14,257,1,58,5-24%,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
31198665,2022-09-28 03:59:43,5583,45.196041,-70.459015,349,ME,199,Asclepias,syriaca,common milkweed,Plantae,12470,390,Ripe fruits,2022-09-21,264,1,58,5-24%,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
31262403,2022-10-05 06:23:22,5583,45.196041,-70.459015,349,ME,199,Asclepias,syriaca,common milkweed,Plantae,12470,390,Ripe fruits,2022-09-28,271,1,58,5-24%,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
31336989,2022-10-12 04:33:45,5583,45.196041,-70.459015,349,ME,199,Asclepias,syriaca,common milkweed,Plantae,12470,390,Ripe fruits,2022-10-05,278,1,58,95% or more,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
31397669,2022-10-19 04:43:04,5583,45.196041,-70.459015,349,ME,199,Asclepias,syriaca,common milkweed,Plantae,12470,390,Ripe fruits,2022-10-12,285,0,58,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
31485464,2022-10-26 06:13:45,5583,45.196041,-70.459015,349,ME,199,Asclepias,syriaca,common milkweed,Plantae,12470,390,Ripe fruits,2022-10-19,292,0,58,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
31557305,2022-11-02 05:31:45,5583,45.196041,-70.459015,349,ME,199,Asclepias,syriaca,common milkweed,Plantae,12470,390,Ripe fruits,2022-10-26,299,0,58,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
31647968,-9999,5583,45.196041,-70.459015,349,ME,199,Asclepias,syriaca,common milkweed,Plantae,12470,390,Ripe fruits,2022-11-02,306,0,58,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
29611031,2022-04-20 08:21:40,5583,45.196041,-70.459015,349,ME,199,Asclepias,syriaca,common milkweed,Plantae,12470,482,Initial growth (forbs),2022-04-13,103,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
29723759,2022-04-27 06:50:19,5583,45.196041,-70.459015,349,ME,199,Asclepias,syriaca,common milkweed,Plantae,12470,482,Initial growth (forbs),2022-04-20,110,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
29819097,2022-05-04 03:43:38,5583,45.196041,-70.459015,349,ME,199,Asclepias,syriaca,common milkweed,Plantae,12470,482,Initial growth (forbs),2022-04-27,117,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
29913716,2022-05-11 12:31:08,5583,45.196041,-70.459015,349,ME,199,Asclepias,syriaca,common milkweed,Plantae,12470,482,Initial growth (forbs),2022-05-04,124,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
30018127,2022-05-18 06:35:57,5583,45.196041,-70.459015,349,ME,199,Asclepias,syriaca,common milkweed,Plantae,12470,482,Initial growth (forbs),2022-05-11,131,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
30098917,2022-05-25 04:58:34,5583,45.196041,-70.459015,349,ME,199,Asclepias,syriaca,common milkweed,Plantae,12470,482,Initial growth (forbs),2022-05-18,138,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
30204296,2022-06-01 05:27:58,5583,45.196041,-70.459015,349,ME,199,Asclepias,syriaca,common milkweed,Plantae,12470,482,Initial growth (forbs),2022-05-25,145,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
30285729,2022-06-08 06:31:53,5583,45.196041,-70.459015,349,ME,199,Asclepias,syriaca,common milkweed,Plantae,12470,482,Initial growth (forbs),2022-06-01,152,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
30362575,2022-06-15 05:35:24,5583,45.196041,-70.459015,349,ME,199,Asclepias,syriaca,common milkweed,Plantae,12470,482,Initial growth (forbs),2022-06-08,159,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
30418341,2022-06-22 12:21:42,5583,45.196041,-70.459015,349,ME,199,Asclepias,syriaca,common milkweed,Plantae,12470,482,Initial growth (forbs),2022-06-15,166,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
30483788,2022-06-29 09:22:48,5583,45.196041,-70.459015,349,ME,199,Asclepias,syriaca,common milkweed,Plantae,12470,482,Initial growth (forbs),2022-06-22,173,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
30540554,2022-07-06 05:41:32,5583,45.196041,-70.459015,349,ME,199,Asclepias,syriaca,common milkweed,Plantae,12470,482,Initial growth (forbs),2022-06-29,180,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
30586269,2022-07-13 06:07:22,5583,45.196041,-70.459015,349,ME,199,Asclepias,syriaca,common milkweed,Plantae,12470,482,Initial growth (forbs),2022-07-06,187,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
30648806,2022-07-20 04:02:46,5583,45.196041,-70.459015,349,ME,199,Asclepias,syriaca,common milkweed,Plantae,12470,482,Initial growth (forbs),2022-07-13,194,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
30701411,2022-07-27 04:41:52,5583,45.196041,-70.459015,349,ME,199,Asclepias,syriaca,common milkweed,Plantae,12470,482,Initial growth (forbs),2022-07-20,201,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
30747900,2022-08-03 06:19:49,5583,45.196041,-70.459015,349,ME,199,Asclepias,syriaca,common milkweed,Plantae,12470,482,Initial growth (forbs),2022-07-27,208,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
30798888,2022-08-10 05:01:11,5583,45.196041,-70.459015,349,ME,199,Asclepias,syriaca,common milkweed,Plantae,12470,482,Initial growth (forbs),2022-08-03,215,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
30850393,2022-08-17 05:08:27,5583,45.196041,-70.459015,349,ME,199,Asclepias,syriaca,common milkweed,Plantae,12470,482,Initial growth (forbs),2022-08-10,222,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
30900315,2022-08-24 04:12:08,5583,45.196041,-70.459015,349,ME,199,Asclepias,syriaca,common milkweed,Plantae,12470,482,Initial growth (forbs),2022-08-17,229,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
30953129,2022-08-31 07:16:25,5583,45.196041,-70.459015,349,ME,199,Asclepias,syriaca,common milkweed,Plantae,12470,482,Initial growth (forbs),2022-08-24,236,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
31017609,2022-09-07 04:20:31,5583,45.196041,-70.459015,349,ME,199,Asclepias,syriaca,common milkweed,Plantae,12470,482,Initial growth (forbs),2022-08-31,243,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
31068351,2022-09-14 13:29:28,5583,45.196041,-70.459015,349,ME,199,Asclepias,syriaca,common milkweed,Plantae,12470,482,Initial growth (forbs),2022-09-07,250,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
31134328,2022-09-21 07:19:49,5583,45.196041,-70.459015,349,ME,199,Asclepias,syriaca,common milkweed,Plantae,12470,482,Initial growth (forbs),2022-09-14,257,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
31198660,2022-09-28 03:59:43,5583,45.196041,-70.459015,349,ME,199,Asclepias,syriaca,common milkweed,Plantae,12470,482,Initial growth (forbs),2022-09-21,264,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
31262398,2022-10-05 06:23:22,5583,45.196041,-70.459015,349,ME,199,Asclepias,syriaca,common milkweed,Plantae,12470,482,Initial growth (forbs),2022-09-28,271,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
31336984,2022-10-12 04:33:45,5583,45.196041,-70.459015,349,ME,199,Asclepias,syriaca,common milkweed,Plantae,12470,482,Initial growth (forbs),2022-10-05,278,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
31397664,2022-10-19 04:43:04,5583,45.196041,-70.459015,349,ME,199,Asclepias,syriaca,common milkweed,Plantae,12470,482,Initial growth (forbs),2022-10-12,285,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
31485459,2022-10-26 06:13:45,5583,45.196041,-70.459015,349,ME,199,Asclepias,syriaca,common milkweed,Plantae,12470,482,Initial growth (forbs),2022-10-19,292,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
31557300,2022-11-02 05:31:45,5583,45.196041,-70.459015,349,ME,199,Asclepias,syriaca,common milkweed,Plantae,12470,482,Initial growth (forbs),2022-10-26,299,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
31647963,-9999,5583,45.196041,-70.459015,349,ME,199,Asclepias,syriaca,common milkweed,Plantae,12470,482,Initial growth (forbs),2022-11-02,306,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
29611032,2022-04-20 08:21:40,5583,45.196041,-70.459015,349,ME,199,Asclepias,syriaca,common milkweed,Plantae,12470,488,Leaves (forbs),2022-04-13,103,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
29723760,2022-04-27 06:50:19,5583,45.196041,-70.459015,349,ME,199,Asclepias,syriaca,common milkweed,Plantae,12470,488,Leaves (forbs),2022-04-20,110,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
29819098,2022-05-04 03:43:38,5583,45.196041,-70.459015,349,ME,199,Asclepias,syriaca,common milkweed,Plantae,12470,488,Leaves (forbs),2022-04-27,117,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
29913717,2022-05-11 12:31:08,5583,45.196041,-70.459015,349,ME,199,Asclepias,syriaca,common milkweed,Plantae,12470,488,Leaves (forbs),2022-05-04,124,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
30018128,2022-05-18 06:35:57,5583,45.196041,-70.459015,349,ME,199,Asclepias,syriaca,common milkweed,Plantae,12470,488,Leaves (forbs),2022-05-11,131,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
30098918,2022-05-25 04:58:34,5583,45.196041,-70.459015,349,ME,199,Asclepias,syriaca,common milkweed,Plantae,12470,488,Leaves (forbs),2022-05-18,138,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
30204297,2022-06-01 05:27:58,5583,45.196041,-70.459015,349,ME,199,Asclepias,syriaca,common milkweed,Plantae,12470,488,Leaves (forbs),2022-05-25,145,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
30285730,2022-06-08 06:31:53,5583,45.196041,-70.459015,349,ME,199,Asclepias,syriaca,common milkweed,Plantae,12470,488,Leaves (forbs),2022-06-01,152,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
30362576,2022-06-15 05:35:24,5583,45.196041,-70.459015,349,ME,199,Asclepias,syriaca,common milkweed,Plantae,12470,488,Leaves (forbs),2022-06-08,159,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
30418342,2022-06-22 12:21:42,5583,45.196041,-70.459015,349,ME,199,Asclepias,syriaca,common milkweed,Plantae,12470,488,Leaves (forbs),2022-06-15,166,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
30483789,2022-06-29 09:22:48,5583,45.196041,-70.459015,349,ME,199,Asclepias,syriaca,common milkweed,Plantae,12470,488,Leaves (forbs),2022-06-22,173,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
30540555,2022-07-06 05:41:32,5583,45.196041,-70.459015,349,ME,199,Asclepias,syriaca,common milkweed,Plantae,12470,488,Leaves (forbs),2022-06-29,180,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
30586270,2022-07-13 06:07:22,5583,45.196041,-70.459015,349,ME,199,Asclepias,syriaca,common milkweed,Plantae,12470,488,Leaves (forbs),2022-07-06,187,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
30648807,2022-07-20 04:02:46,5583,45.196041,-70.459015,349,ME,199,Asclepias,syriaca,common milkweed,Plantae,12470,488,Leaves (forbs),2022-07-13,194,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
